"t","smoothMedian","smooth5","smooth95","date"
319,3950.0832622415,2833.1271817138,4222.79593355167,2021-11-16
320,3990.83361463859,2859.41621416826,4296.68364429895,2021-11-17
321,3866.43516705558,2866.5720235472,4366.92850316523,2021-11-18
322,3752.59484928358,2874.55186982129,4434.03662084747,2021-11-19
323,3649.31266132257,2893.16483973534,4498.00799734569,2021-11-20
324,3556.58860317256,2923.22872918762,4558.84263265988,2021-11-21
325,3550.38691956254,2964.74353817814,4647.68159873886,2021-11-22
326,3607.70521930386,3017.66305916681,4753.13406225661,2021-11-23
327,3697.07202801963,3081.96654969166,4869.12144966938,2021-11-24
328,3957.09186020314,3157.8341172969,4983.47422228699,2021-11-25
329,4200.04330503557,3233.70168490214,5095.68626941247,2021-11-26
330,4425.92636251693,3309.56925250738,5210.07317048724,2021-11-27
331,4634.74103264721,3385.43682011262,5352.55638828973,2021-11-28
332,4824.84953612444,3461.30438771786,5507.80724144232,2021-11-29
333,5003.39979860918,3537.1719553231,5687.21656327102,2021-11-30
334,5174.0018103916,3613.03952292834,5896.86292731958,2021-12-01
335,5350.56501020076,3688.90709053358,6136.74633358799,2021-12-02
336,5441.53114549953,3764.77465813882,6406.86678207627,2021-12-03
337,5446.9002162879,3840.64222574406,6702.90869334296,2021-12-04
338,5366.67222256588,3916.5097933493,6998.95060460965,2021-12-05
339,5213.15406144964,3992.37736095454,7294.99251587635,2021-12-06
340,5476.72960503111,4062.90606913447,7591.03442714304,2021-12-07
341,5550.4586426369,4128.09591788909,7787.34019701973,2021-12-08
342,5600.09393384427,4187.9469072184,7883.90982550641,2021-12-09
343,5717.19373119034,4242.4590371224,7880.74331260309,2021-12-10
344,5901.75803467513,4291.63230760109,7777.84065830977,2021-12-11
345,6153.78684429862,4337.17448402017,7575.20186262644,2021-12-12
346,6405.42093974892,4375.67003564825,7275.58880337107,2021-12-13
347,6154.88346115606,4414.16558727632,6887.83102136196,2021-12-14
348,6003.53795222939,4452.66113890439,6511.66465798912,2021-12-15
349,5785.63165339165,4491.15669053246,6147.08971325255,2021-12-16
350,5539.26794800517,4490.63266151729,5816.36839848546,2021-12-17
351,5246.2164878755,4451.0890518589,5492.786060088,2021-12-18
352,4906.47727300266,4370.81809619157,5176.34269806016,2021-12-19
353,4587.90952369853,4253.23532524672,4864.27643458398,2021-12-20
354,4289.21480956229,4096.63297365863,4547.75772884116,2021-12-21
355,4010.39313059393,3901.01104142732,4226.7865808317,2021-12-22
